release_id,hospital_id,hospital_name,application_name,version,previous_version,deployment_time,deployment_status,deployment_type,engineer,latency_ms,latency_baseline_ms,latency_change_percent,error_rate_percent,error_baseline_percent,error_change,service_availability_percent,availability_change,transaction_count,baseline_transaction_count,transaction_drop_percent,customer_impact_level,affected_hospitals_count,affected_workflows_count,risk_score,risk_level,recommendation,ground_truth_decision,baseline_decision_time_min,adviser_decision_time_min,case_tag
REL-2026-0199,HOSP-LKH-03,Lakeside Hospital,Clinical Portal,v3.2.4,v3.2.3,2026-08-04T03:52:58.663237,CONTINUED,HOTFIX,Sarah Chen (Release Eng),333.4,334.4,-0.3,1.07,0.74,0.33,99.81,-0.09,17479,16837,-3.8,LOW,1,1,0,LOW,CONTINUE,CONTINUE,13.7,4.4,NORMAL_STABLE
REL-2026-0200,HOSP-MCH-04,Metro Care Hospital,Pharmacy Management Service,v2.8.6,v2.8.5,2026-06-10T21:29:24.458913,CONTINUED,FULL_UPGRADE,Marcus Brody (Clinical SRE),473.9,463.8,2.2,0.76,0.67,0.09,99.9,0.0,16475,16306,-1.0,LOW,1,1,0,LOW,CONTINUE,CONTINUE,19.0,2.6,NORMAL_STABLE
REL-2026-0201,HOSP-SMMC-02,St. Mary's Medical Center,Electronic Health Record Service,v2.7.6,v2.7.5,2026-06-25T10:10:18.554154,CONTINUED,FULL_UPGRADE,Marcus Brody (Clinical SRE),721.7,513.0,40.7,2.02,0.44,1.58,99.09,-0.81,10656,11904,10.5,LOW,1,0,55,MEDIUM,HUMAN REVIEW,HUMAN REVIEW,52.2,5.0,TRANSIENT_SPIKE
REL-2026-0202,HOSP-CGH-01,City General Hospital,Electronic Health Record Service,v5.0.4,v5.0.3,2026-06-13T04:22:20.730266,ROLLED_BACK,BLUE_GREEN,Marcus Brody (Clinical SRE),560.1,594.2,-5.7,0.59,0.43,0.16,99.96,0.06,20992,20783,-1.0,LOW,1,0,0,LOW,CONTINUE,CONTINUE,22.0,3.3,NORMAL_STABLE
REL-2026-0203,HOSP-MCH-04,Metro Care Hospital,Laboratory Application,v3.12.6,v3.12.5,2026-08-25T12:02:42.835106,MONITORING,CANARY,David Kim (Clinical Systems Analyst),542.5,539.8,0.5,0.67,0.74,-0.07,99.9,0.0,26317,27425,4.0,LOW,1,0,0,LOW,CONTINUE,CONTINUE,26.0,3.3,NORMAL_STABLE
REL-2026-0204,HOSP-MCH-04,Metro Care Hospital,Electronic Health Record Service,v2.13.8,v2.13.7,2026-07-30T13:14:12.221778,ROLLED_BACK,FULL_UPGRADE,David Kim (Clinical Systems Analyst),1167.0,653.5,78.6,5.17,0.4,4.77,98.87,-1.03,23876,31289,23.7,HIGH,1,1,100,CRITICAL,ROLLBACK RECOMMENDED (HIGH IMPACT CONFIRMATION REQUIRED),ROLLBACK,69.1,5.0,SERIOUS_DEGRADATION
REL-2026-0205,HOSP-GVH-05,Green Valley Hospital,Laboratory Application,v3.0.0,v3.0.0,2026-07-16T09:37:09.406880,ROLLED_BACK,ROLLING_BATCH,Elena Rostova (Platform Specialist),225.4,204.7,10.1,0.61,0.56,0.05,99.89,-0.01,26452,27536,3.9,LOW,1,1,0,LOW,CONTINUE,CONTINUE,16.2,3.3,NORMAL_STABLE
REL-2026-0206,HOSP-MCH-04,Metro Care Hospital,Electronic Health Record Service,v5.5.5,v5.5.4,2026-07-18T02:24:35.817342,MONITORING,FULL_UPGRADE,Elena Rostova (Platform Specialist),906.8,842.5,7.6,0.66,0.5,0.16,99.93,0.03,31446,30368,-3.5,LOW,1,0,0,LOW,CONTINUE,CONTINUE,19.1,3.7,NORMAL_STABLE
REL-2026-0207,HOSP-SMMC-02,St. Mary's Medical Center,Laboratory Application,v2.5.6,v2.5.5,2026-06-11T14:59:10.877187,ROLLED_BACK,ROLLING_BATCH,Elena Rostova (Platform Specialist),261.5,259.2,0.9,0.17,0.2,-0.03,99.82,-0.08,23981,24668,2.8,LOW,1,1,0,LOW,CONTINUE,CONTINUE,23.6,4.3,NORMAL_STABLE
REL-2026-0208,HOSP-GVH-05,Green Valley Hospital,Clinical Portal,v5.0.3,v5.0.2,2026-06-21T21:07:04.802484,ROLLED_BACK,HOTFIX,Sarah Chen (Release Eng),1009.0,536.8,88.0,2.55,0.24,2.31,97.79,-2.11,22761,30688,25.8,HIGH,1,1,100,CRITICAL,ROLLBACK RECOMMENDED (HIGH IMPACT CONFIRMATION REQUIRED),ROLLBACK,66.2,6.6,SERIOUS_DEGRADATION
REL-2026-0209,HOSP-MCH-04,Metro Care Hospital,Medical Device Integration Service,v3.0.1,v3.0.0,2026-06-15T16:59:22.111218,ROLLED_BACK,HOTFIX,Elena Rostova (Platform Specialist),663.3,672.0,-1.3,0.72,0.49,0.23,99.92,0.02,23562,24101,2.2,LOW,1,0,0,LOW,CONTINUE,CONTINUE,19.3,3.0,NORMAL_STABLE
REL-2026-0210,HOSP-SMMC-02,St. Mary's Medical Center,Pharmacy Management Service,v2.9.5,v2.9.4,2026-06-13T04:53:13.697548,MONITORING,CANARY,David Kim (Clinical Systems Analyst),1214.5,821.9,47.8,2.13,0.71,1.42,99.2,-0.7,28439,31645,10.1,MEDIUM,1,1,55,MEDIUM,HUMAN REVIEW,HUMAN REVIEW,58.1,6.8,TRANSIENT_SPIKE
REL-2026-0211,HOSP-MCH-04,Metro Care Hospital,Clinical Portal,v5.7.3,v5.7.2,2026-06-26T09:56:42.281580,ROLLED_BACK,CANARY,Marcus Brody (Clinical SRE),475.9,429.5,10.8,0.46,0.47,-0.01,99.93,0.03,26825,27964,4.1,LOW,1,1,0,LOW,CONTINUE,CONTINUE,13.2,4.3,NORMAL_STABLE
REL-2026-0212,HOSP-SMMC-02,St. Mary's Medical Center,Laboratory Application,v3.15.3,v3.15.2,2026-08-16T06:25:40.171987,MONITORING,BLUE_GREEN,Marcus Brody (Clinical SRE),358.5,372.5,-3.8,0.32,0.26,0.06,99.82,-0.08,31245,32359,3.4,LOW,1,0,0,LOW,CONTINUE,CONTINUE,22.8,3.7,NORMAL_STABLE
REL-2026-0213,HOSP-MCH-04,Metro Care Hospital,Medical Device Integration Service,v5.8.7,v5.8.6,2026-08-20T22:40:23.430221,PENDING_REVIEW,ROLLING_BATCH,David Kim (Clinical Systems Analyst),746.1,532.2,40.2,0.84,0.38,0.46,99.28,-0.62,27744,29581,6.2,HIGH,1,3,55,MEDIUM,HUMAN REVIEW,HUMAN REVIEW,36.0,5.5,TRANSIENT_SPIKE
REL-2026-0214,HOSP-LKH-03,Lakeside Hospital,Clinical Portal,v5.3.5,v5.3.4,2026-08-04T20:47:38.781951,PENDING_REVIEW,BLUE_GREEN,Dr. Alex Rivera (DevOps Lead),571.5,321.6,77.7,3.22,0.28,2.94,98.35,-1.55,10589,13827,23.4,HIGH,1,2,100,CRITICAL,ROLLBACK RECOMMENDED (HIGH IMPACT CONFIRMATION REQUIRED),ROLLBACK,68.9,7.0,SERIOUS_DEGRADATION
REL-2026-0215,HOSP-SMMC-02,St. Mary's Medical Center,Laboratory Application,v3.3.4,v3.3.3,2026-06-26T01:28:06.384688,ROLLED_BACK,FULL_UPGRADE,Sarah Chen (Release Eng),862.4,756.6,14.0,0.22,0.24,-0.02,99.84,-0.06,32169,31215,-3.1,MEDIUM,1,1,0,LOW,CONTINUE,CONTINUE,14.2,4.2,NORMAL_STABLE
REL-2026-0216,HOSP-LKH-03,Lakeside Hospital,Laboratory Application,v5.3.2,v5.3.1,2026-08-31T23:52:29.957147,CONTINUED,CANARY,David Kim (Clinical Systems Analyst),744.6,509.8,46.1,1.64,0.54,1.1,99.35,-0.55,17561,19740,11.0,MEDIUM,1,1,55,MEDIUM,HUMAN REVIEW,HUMAN REVIEW,45.3,5.7,TRANSIENT_SPIKE
REL-2026-0217,HOSP-GVH-05,Green Valley Hospital,Laboratory Application,v4.11.5,v4.11.4,2026-07-07T20:04:12.668647,MONITORING,BLUE_GREEN,David Kim (Clinical Systems Analyst),715.0,678.7,5.3,0.81,0.72,0.09,99.97,0.07,18284,17486,-4.6,LOW,1,1,0,LOW,CONTINUE,CONTINUE,18.7,3.5,NORMAL_STABLE
REL-2026-0218,HOSP-SMMC-02,St. Mary's Medical Center,Medical Device Integration Service,v4.9.4,v4.9.3,2026-07-13T22:28:02.535105,CONTINUED,ROLLING_BATCH,Sarah Chen (Release Eng),844.6,777.0,8.7,0.76,0.65,0.11,99.83,-0.07,16815,16900,0.5,LOW,1,1,0,LOW,CONTINUE,CONTINUE,14.0,2.6,NORMAL_STABLE
REL-2026-0219,HOSP-SMMC-02,St. Mary's Medical Center,Pharmacy Management Service,v2.15.8,v2.15.7,2026-09-01T13:17:03.863471,CONTINUED,CANARY,Dr. Alex Rivera (DevOps Lead),698.4,540.6,29.2,2.1,0.8,1.3,99.61,-0.29,7749,8405,7.8,MEDIUM,1,1,0,LOW,CONTINUE,HUMAN REVIEW,41.9,6.7,TRANSIENT_SPIKE
REL-2026-0220,HOSP-GVH-05,Green Valley Hospital,Electronic Health Record Service,v4.10.7,v4.10.6,2026-07-26T08:49:22.121470,MONITORING,CANARY,Dr. Alex Rivera (DevOps Lead),1757.3,807.7,117.6,5.89,0.48,5.41,98.52,-1.38,6899,9427,26.8,CRITICAL,2,2,100,CRITICAL,ROLLBACK RECOMMENDED (HIGH IMPACT CONFIRMATION REQUIRED),ROLLBACK,73.6,6.6,SERIOUS_DEGRADATION
REL-2026-0221,HOSP-MCH-04,Metro Care Hospital,Medical Device Integration Service,v4.4.4,v4.4.3,2026-09-05T10:42:12.654487,MONITORING,HOTFIX,Marcus Brody (Clinical SRE),704.9,692.9,1.7,0.16,0.2,-0.04,99.99,0.09,15003,14396,-4.2,MEDIUM,1,1,0,LOW,CONTINUE,CONTINUE,16.8,3.9,NORMAL_STABLE
REL-2026-0222,HOSP-SMMC-02,St. Mary's Medical Center,Clinical Portal,v3.13.8,v3.13.7,2026-07-29T01:46:51.177271,CONTINUED,ROLLING_BATCH,David Kim (Clinical Systems Analyst),661.1,664.7,-0.5,0.54,0.55,-0.01,99.85,-0.05,31895,32145,0.8,LOW,1,1,0,LOW,CONTINUE,CONTINUE,16.6,3.9,NORMAL_STABLE
REL-2026-0223,HOSP-CGH-01,City General Hospital,Electronic Health Record Service,v2.14.9,v2.14.8,2026-07-27T15:58:08.661017,CONTINUED,ROLLING_BATCH,Sarah Chen (Release Eng),632.8,519.8,21.7,1.32,0.32,1.0,98.98,-0.92,8691,9985,13.0,MEDIUM,1,0,45,MEDIUM,HUMAN REVIEW,HUMAN REVIEW,38.8,5.8,TRANSIENT_SPIKE
REL-2026-0224,HOSP-CGH-01,City General Hospital,Electronic Health Record Service,v3.10.6,v3.10.5,2026-08-09T08:47:58.071628,CONTINUED,HOTFIX,Dr. Alex Rivera (DevOps Lead),1027.9,848.7,21.1,0.97,0.42,0.55,99.02,-0.88,28846,30933,6.7,MEDIUM,1,1,0,LOW,CONTINUE,HUMAN REVIEW,58.3,4.7,TRANSIENT_SPIKE
REL-2026-0225,HOSP-LKH-03,Lakeside Hospital,Pharmacy Management Service,v3.12.7,v3.12.6,2026-08-15T03:52:13.285588,ROLLED_BACK,CANARY,Dr. Alex Rivera (DevOps Lead),916.6,329.5,178.2,15.11,0.61,14.5,96.73,-3.17,4377,8078,45.8,CRITICAL,4,3,100,CRITICAL,ROLLBACK RECOMMENDED (HIGH IMPACT CONFIRMATION REQUIRED),ROLLBACK,88.7,4.3,CRITICAL_OUTAGE
REL-2026-0226,HOSP-SMMC-02,St. Mary's Medical Center,Medical Device Integration Service,v2.7.6,v2.7.5,2026-08-08T04:52:08.068525,PENDING_REVIEW,BLUE_GREEN,Dr. Alex Rivera (DevOps Lead),364.6,379.5,-3.9,0.27,0.18,0.09,99.94,0.04,31108,30858,-0.8,LOW,1,0,0,LOW,CONTINUE,CONTINUE,17.9,2.2,NORMAL_STABLE
REL-2026-0227,HOSP-CGH-01,City General Hospital,Laboratory Application,v2.11.2,v2.11.1,2026-07-05T07:19:33.864314,ROLLED_BACK,CANARY,Marcus Brody (Clinical SRE),415.9,281.8,47.6,1.31,0.26,1.05,99.25,-0.65,21865,23296,6.1,LOW,1,0,30,MEDIUM,HUMAN REVIEW,HUMAN REVIEW,35.6,5.6,TRANSIENT_SPIKE
REL-2026-0228,HOSP-CGH-01,City General Hospital,Pharmacy Management Service,v4.15.3,v4.15.2,2026-07-17T09:59:04.142782,MONITORING,FULL_UPGRADE,Elena Rostova (Platform Specialist),454.7,410.4,10.8,0.62,0.43,0.19,99.81,-0.09,33613,33431,-0.5,LOW,1,1,0,LOW,CONTINUE,CONTINUE,19.2,4.0,NORMAL_STABLE
REL-2026-0229,HOSP-GVH-05,Green Valley Hospital,Pharmacy Management Service,v4.7.5,v4.7.4,2026-07-03T12:50:48.609307,MONITORING,CANARY,Sarah Chen (Release Eng),792.0,550.3,43.9,1.87,0.37,1.5,99.13,-0.77,19222,22172,13.3,MEDIUM,1,0,55,MEDIUM,HUMAN REVIEW,HUMAN REVIEW,54.2,4.8,TRANSIENT_SPIKE
REL-2026-0230,HOSP-SMMC-02,St. Mary's Medical Center,Electronic Health Record Service,v2.15.3,v2.15.2,2026-08-28T12:17:04.323077,PENDING_REVIEW,BLUE_GREEN,Dr. Alex Rivera (DevOps Lead),785.2,743.6,5.6,0.68,0.56,0.12,99.84,-0.06,21227,22230,4.5,LOW,1,1,0,LOW,CONTINUE,CONTINUE,12.2,4.3,NORMAL_STABLE
REL-2026-0231,HOSP-CGH-01,City General Hospital,Medical Device Integration Service,v4.1.9,v4.1.8,2026-08-13T11:35:51.262443,PENDING_REVIEW,HOTFIX,David Kim (Clinical Systems Analyst),280.2,245.8,14.0,0.27,0.31,-0.04,99.91,0.01,12345,12074,-2.2,LOW,1,0,0,LOW,CONTINUE,CONTINUE,15.1,3.6,NORMAL_STABLE
REL-2026-0232,HOSP-CGH-01,City General Hospital,Laboratory Application,v5.3.2,v5.3.1,2026-06-27T02:34:08.177514,CONTINUED,HOTFIX,Marcus Brody (Clinical SRE),607.1,528.1,15.0,0.62,0.56,0.06,99.86,-0.04,22161,22494,1.5,LOW,1,1,0,LOW,CONTINUE,CONTINUE,25.5,3.0,NORMAL_STABLE
REL-2026-0233,HOSP-GVH-05,Green Valley Hospital,Laboratory Application,v4.11.7,v4.11.6,2026-07-28T03:20:29.340083,CONTINUED,HOTFIX,Sarah Chen (Release Eng),607.6,672.1,-9.6,0.71,0.79,-0.08,99.8,-0.1,25478,24521,-3.9,LOW,1,1,0,LOW,CONTINUE,CONTINUE,15.4,2.8,NORMAL_STABLE
REL-2026-0234,HOSP-CGH-01,City General Hospital,Clinical Portal,v3.4.4,v3.4.3,2026-08-04T08:57:41.622383,ROLLED_BACK,ROLLING_BATCH,Elena Rostova (Platform Specialist),366.4,351.4,4.3,0.8,0.67,0.13,99.82,-0.08,7784,8011,2.8,LOW,1,0,0,LOW,CONTINUE,CONTINUE,24.7,2.4,NORMAL_STABLE
REL-2026-0235,HOSP-CGH-01,City General Hospital,Laboratory Application,v2.10.5,v2.10.4,2026-06-19T06:01:17.452575,CONTINUED,CANARY,Elena Rostova (Platform Specialist),769.8,804.7,-4.3,0.23,0.18,0.05,99.8,-0.1,30553,30244,-1.0,MEDIUM,1,1,0,LOW,CONTINUE,CONTINUE,12.9,3.3,NORMAL_STABLE
REL-2026-0236,HOSP-LKH-03,Lakeside Hospital,Laboratory Application,v2.12.7,v2.12.6,2026-06-30T16:06:41.506326,PENDING_REVIEW,BLUE_GREEN,Sarah Chen (Release Eng),258.2,258.6,-0.2,0.36,0.4,-0.04,99.91,0.01,29482,30767,4.2,LOW,1,1,0,LOW,CONTINUE,CONTINUE,20.8,2.7,NORMAL_STABLE
REL-2026-0237,HOSP-SMMC-02,St. Mary's Medical Center,Electronic Health Record Service,v3.15.6,v3.15.5,2026-07-09T17:17:20.933137,CONTINUED,FULL_UPGRADE,Elena Rostova (Platform Specialist),576.7,600.4,-3.9,0.6,0.61,-0.01,99.94,0.04,12976,13068,0.7,LOW,1,1,0,LOW,CONTINUE,CONTINUE,13.8,3.0,NORMAL_STABLE
REL-2026-0238,HOSP-LKH-03,Lakeside Hospital,Medical Device Integration Service,v4.5.5,v4.5.4,2026-07-12T23:04:20.643002,ROLLED_BACK,CANARY,David Kim (Clinical Systems Analyst),1650.5,487.4,238.6,3.01,0.2,2.81,94.62,-5.28,3918,6470,39.4,CRITICAL,2,3,100,CRITICAL,ROLLBACK RECOMMENDED (HIGH IMPACT CONFIRMATION REQUIRED),ROLLBACK,113.7,3.7,CRITICAL_OUTAGE
REL-2026-0239,HOSP-CGH-01,City General Hospital,Medical Device Integration Service,v5.15.0,v5.15.0,2026-08-07T12:58:18.089094,CONTINUED,ROLLING_BATCH,Dr. Alex Rivera (DevOps Lead),435.8,337.7,29.0,1.89,0.48,1.41,99.01,-0.89,27524,29587,7.0,HIGH,1,3,25,LOW,CONTINUE,HUMAN REVIEW,55.0,5.6,TRANSIENT_SPIKE
REL-2026-0240,HOSP-CGH-01,City General Hospital,Medical Device Integration Service,v4.1.7,v4.1.6,2026-07-09T11:52:16.617491,ROLLED_BACK,FULL_UPGRADE,Sarah Chen (Release Eng),510.6,452.6,12.8,0.31,0.29,0.02,99.86,-0.04,31630,32921,3.9,MEDIUM,1,0,0,LOW,CONTINUE,CONTINUE,15.7,3.0,NORMAL_STABLE
REL-2026-0241,HOSP-MCH-04,Metro Care Hospital,Laboratory Application,v3.6.8,v3.6.7,2026-06-11T10:11:27.437331,ROLLED_BACK,CANARY,David Kim (Clinical Systems Analyst),647.3,663.1,-2.4,0.15,0.13,0.02,99.8,-0.1,22893,22347,-2.4,LOW,1,1,0,LOW,CONTINUE,CONTINUE,17.7,2.8,NORMAL_STABLE
REL-2026-0242,HOSP-MCH-04,Metro Care Hospital,Clinical Portal,v3.4.5,v3.4.4,2026-06-17T16:29:31.282418,CONTINUED,ROLLING_BATCH,David Kim (Clinical Systems Analyst),363.6,257.1,41.4,1.67,0.37,1.3,99.09,-0.81,23814,27216,12.5,LOW,1,1,55,MEDIUM,HUMAN REVIEW,HUMAN REVIEW,47.8,5.4,TRANSIENT_SPIKE
REL-2026-0243,HOSP-SMMC-02,St. Mary's Medical Center,Electronic Health Record Service,v3.4.4,v3.4.3,2026-07-06T10:57:09.888247,MONITORING,FULL_UPGRADE,David Kim (Clinical Systems Analyst),1725.3,791.2,118.1,2.92,0.4,2.52,99.06,-0.84,30192,34786,13.2,CRITICAL,2,3,95,CRITICAL,ROLLBACK RECOMMENDED (HIGH IMPACT CONFIRMATION REQUIRED),ROLLBACK,53.1,6.1,SERIOUS_DEGRADATION
REL-2026-0244,HOSP-LKH-03,Lakeside Hospital,Pharmacy Management Service,v5.8.2,v5.8.1,2026-06-28T07:23:58.575410,PENDING_REVIEW,ROLLING_BATCH,Elena Rostova (Platform Specialist),337.5,320.1,5.4,0.77,0.63,0.14,99.92,0.02,25334,25053,-1.1,LOW,1,1,0,LOW,CONTINUE,CONTINUE,23.0,2.9,NORMAL_STABLE
REL-2026-0245,HOSP-LKH-03,Lakeside Hospital,Electronic Health Record Service,v5.4.2,v5.4.1,2026-08-20T00:14:44.001994,PENDING_REVIEW,HOTFIX,Elena Rostova (Platform Specialist),792.9,697.0,13.8,0.11,0.11,0.0,99.84,-0.06,14079,13842,-1.7,LOW,1,1,0,LOW,CONTINUE,CONTINUE,13.1,4.3,NORMAL_STABLE
REL-2026-0246,HOSP-LKH-03,Lakeside Hospital,Pharmacy Management Service,v5.1.9,v5.1.8,2026-07-02T05:54:43.974577,CONTINUED,HOTFIX,Sarah Chen (Release Eng),420.7,403.4,4.3,0.62,0.53,0.09,99.94,0.04,29743,29329,-1.4,LOW,1,0,0,LOW,CONTINUE,CONTINUE,20.3,3.1,NORMAL_STABLE
REL-2026-0247,HOSP-GVH-05,Green Valley Hospital,Laboratory Application,v5.1.3,v5.1.2,2026-08-11T04:50:14.225667,MONITORING,CANARY,Elena Rostova (Platform Specialist),374.8,398.0,-5.8,0.68,0.68,0.0,99.94,0.04,20959,20117,-4.2,LOW,1,0,0,LOW,CONTINUE,CONTINUE,19.4,3.6,NORMAL_STABLE
REL-2026-0248,HOSP-SMMC-02,St. Mary's Medical Center,Laboratory Application,v5.13.5,v5.13.4,2026-07-27T20:01:51.482584,PENDING_REVIEW,BLUE_GREEN,David Kim (Clinical Systems Analyst),654.1,583.7,12.1,0.52,0.6,-0.08,99.93,0.03,11411,11616,1.8,LOW,1,0,0,LOW,CONTINUE,CONTINUE,23.5,2.3,NORMAL_STABLE
REL-2026-0249,HOSP-LKH-03,Lakeside Hospital,Clinical Portal,v3.12.8,v3.12.7,2026-08-03T03:45:46.782050,CONTINUED,HOTFIX,David Kim (Clinical Systems Analyst),1191.0,793.0,50.2,1.32,0.5,0.82,99.52,-0.38,23042,26611,13.4,LOW,1,1,55,MEDIUM,HUMAN REVIEW,HUMAN REVIEW,47.6,5.4,TRANSIENT_SPIKE
REL-2026-0250,HOSP-CGH-01,City General Hospital,Electronic Health Record Service,v4.0.7,v4.0.6,2026-07-23T15:06:55.885103,CONTINUED,CANARY,Sarah Chen (Release Eng),695.4,724.8,-4.1,0.64,0.53,0.11,99.88,-0.02,21117,21169,0.2,LOW,1,1,0,LOW,CONTINUE,CONTINUE,21.6,2.0,NORMAL_STABLE
REL-2026-0251,HOSP-CGH-01,City General Hospital,Electronic Health Record Service,v4.1.2,v4.1.1,2026-06-21T14:04:33.948806,ROLLED_BACK,CANARY,Sarah Chen (Release Eng),906.4,744.7,21.7,1.14,0.31,0.83,99.44,-0.46,6846,7873,13.0,HIGH,1,3,50,MEDIUM,HUMAN REVIEW,HUMAN REVIEW,54.8,6.6,TRANSIENT_SPIKE
REL-2026-0252,HOSP-CGH-01,City General Hospital,Clinical Portal,v4.12.1,v4.12.0,2026-06-30T04:01:02.194694,ROLLED_BACK,ROLLING_BATCH,Marcus Brody (Clinical SRE),473.7,242.2,95.6,3.64,0.43,3.21,98.39,-1.51,7152,8998,20.5,HIGH,1,3,100,CRITICAL,ROLLBACK RECOMMENDED (HIGH IMPACT CONFIRMATION REQUIRED),ROLLBACK,77.5,4.4,SERIOUS_DEGRADATION
REL-2026-0253,HOSP-MCH-04,Metro Care Hospital,Laboratory Application,v4.4.9,v4.4.8,2026-07-17T18:45:57.574923,CONTINUED,ROLLING_BATCH,Marcus Brody (Clinical SRE),684.5,610.7,12.1,0.42,0.44,-0.02,99.84,-0.06,10666,10895,2.1,LOW,1,0,0,LOW,CONTINUE,CONTINUE,12.4,3.6,NORMAL_STABLE
REL-2026-0254,HOSP-GVH-05,Green Valley Hospital,Pharmacy Management Service,v4.11.8,v4.11.7,2026-06-25T21:14:44.062746,MONITORING,CANARY,Elena Rostova (Platform Specialist),676.5,616.4,9.8,0.59,0.58,0.01,99.86,-0.04,13344,13336,-0.1,LOW,1,1,0,LOW,CONTINUE,CONTINUE,13.8,2.8,NORMAL_STABLE
REL-2026-0255,HOSP-SMMC-02,St. Mary's Medical Center,Electronic Health Record Service,v5.15.0,v5.15.0,2026-07-10T07:31:49.381183,MONITORING,ROLLING_BATCH,Marcus Brody (Clinical SRE),683.0,607.7,12.4,0.81,0.72,0.09,99.99,0.09,23304,22595,-3.1,LOW,1,1,0,LOW,CONTINUE,CONTINUE,25.4,2.7,NORMAL_STABLE
REL-2026-0256,HOSP-SMMC-02,St. Mary's Medical Center,Laboratory Application,v2.4.4,v2.4.3,2026-06-22T18:20:15.704003,ROLLED_BACK,ROLLING_BATCH,Marcus Brody (Clinical SRE),462.9,443.9,4.3,0.5,0.47,0.03,99.97,0.07,10537,10438,-0.9,LOW,1,0,0,LOW,CONTINUE,CONTINUE,23.3,2.8,NORMAL_STABLE
REL-2026-0257,HOSP-MCH-04,Metro Care Hospital,Clinical Portal,v4.14.4,v4.14.3,2026-08-17T22:50:51.103563,CONTINUED,BLUE_GREEN,Elena Rostova (Platform Specialist),259.5,273.0,-4.9,0.56,0.65,-0.09,99.96,0.06,30504,30486,-0.1,LOW,1,1,0,LOW,CONTINUE,CONTINUE,15.0,4.3,NORMAL_STABLE
REL-2026-0258,HOSP-CGH-01,City General Hospital,Laboratory Application,v2.14.6,v2.14.5,2026-07-04T04:39:50.552045,ROLLED_BACK,BLUE_GREEN,Sarah Chen (Release Eng),225.4,202.7,11.2,1.06,0.75,0.31,99.98,0.08,27054,27513,1.7,LOW,1,1,0,LOW,CONTINUE,CONTINUE,20.3,3.6,NORMAL_STABLE
REL-2026-0259,HOSP-SMMC-02,St. Mary's Medical Center,Medical Device Integration Service,v4.8.8,v4.8.7,2026-08-08T16:26:56.869565,CONTINUED,BLUE_GREEN,Sarah Chen (Release Eng),256.8,276.5,-7.1,0.29,0.2,0.09,99.82,-0.08,14049,13966,-0.6,LOW,1,1,0,LOW,CONTINUE,CONTINUE,20.8,2.7,NORMAL_STABLE
REL-2026-0260,HOSP-SMMC-02,St. Mary's Medical Center,Clinical Portal,v4.14.0,v4.14.0,2026-08-25T16:39:49.527651,MONITORING,FULL_UPGRADE,Marcus Brody (Clinical SRE),588.9,639.1,-7.9,0.18,0.17,0.01,99.98,0.08,6900,6762,-2.0,MEDIUM,1,0,0,LOW,CONTINUE,CONTINUE,21.9,2.8,NORMAL_STABLE
REL-2026-0261,HOSP-MCH-04,Metro Care Hospital,Laboratory Application,v5.3.7,v5.3.6,2026-08-09T11:21:28.372685,PENDING_REVIEW,CANARY,Sarah Chen (Release Eng),873.0,698.2,25.0,2.4,0.43,1.97,99.19,-0.71,10833,12333,12.2,LOW,1,1,25,LOW,CONTINUE,HUMAN REVIEW,56.0,6.5,TRANSIENT_SPIKE
REL-2026-0262,HOSP-CGH-01,City General Hospital,Clinical Portal,v4.15.7,v4.15.6,2026-06-22T07:29:03.002796,PENDING_REVIEW,CANARY,Elena Rostova (Platform Specialist),394.9,426.6,-7.4,0.69,0.5,0.19,99.87,-0.03,22286,21644,-3.0,LOW,1,1,0,LOW,CONTINUE,CONTINUE,24.7,3.3,NORMAL_STABLE
REL-2026-0263,HOSP-SMMC-02,St. Mary's Medical Center,Laboratory Application,v3.15.6,v3.15.5,2026-08-31T10:52:12.465347,PENDING_REVIEW,FULL_UPGRADE,Sarah Chen (Release Eng),678.3,651.1,4.2,0.42,0.4,0.02,99.83,-0.07,19638,19265,-1.9,LOW,1,1,0,LOW,CONTINUE,CONTINUE,23.8,3.8,NORMAL_STABLE
REL-2026-0264,HOSP-LKH-03,Lakeside Hospital,Laboratory Application,v3.9.6,v3.9.5,2026-08-31T03:12:38.320512,CONTINUED,HOTFIX,Dr. Alex Rivera (DevOps Lead),715.9,729.1,-1.8,0.8,0.64,0.16,99.84,-0.06,16652,17416,4.4,LOW,1,0,0,LOW,CONTINUE,CONTINUE,26.2,4.3,NORMAL_STABLE
REL-2026-0265,HOSP-SMMC-02,St. Mary's Medical Center,Pharmacy Management Service,v5.14.3,v5.14.2,2026-08-18T21:28:11.845090,MONITORING,ROLLING_BATCH,David Kim (Clinical Systems Analyst),648.9,394.8,64.4,9.56,0.66,8.9,99.17,-0.73,21220,27267,22.2,CRITICAL,3,3,100,CRITICAL,ROLLBACK RECOMMENDED (HIGH IMPACT CONFIRMATION REQUIRED),ROLLBACK,94.6,6.3,SERIOUS_DEGRADATION
REL-2026-0266,HOSP-LKH-03,Lakeside Hospital,Laboratory Application,v4.3.4,v4.3.3,2026-06-20T12:29:28.292249,PENDING_REVIEW,CANARY,Dr. Alex Rivera (DevOps Lead),707.6,656.4,7.8,0.41,0.38,0.03,99.84,-0.06,15324,15424,0.6,LOW,1,1,0,LOW,CONTINUE,CONTINUE,19.6,2.5,NORMAL_STABLE
